binary_accuracy,loss,val_binary_accuracy,val_loss
0.5222482681274414,0.6947193741798401,0.5046728849411011,0.6897769570350647
0.49882903695106506,0.6860324144363403,0.4859813153743744,0.6843954920768738
0.5152224898338318,0.6799622774124146,0.4859813153743744,0.6759839653968811
0.5573770403862,0.6611191630363464,0.5514018535614014,0.6611250638961792
0.6042154431343079,0.6445171236991882,0.663551390171051,0.640828549861908
0.6088992953300476,0.630790650844574,0.672897219657898,0.6196113228797913
0.646369993686676,0.6098125576972961,0.6915887594223022,0.5938538908958435
0.7142857313156128,0.5704363584518433,0.7476635575294495,0.5628194212913513
0.7072599530220032,0.5665149688720703,0.7663551568984985,0.5300716161727905
0.7377049326896667,0.5357045531272888,0.822429895401001,0.49801546335220337
0.7587822079658508,0.5149626731872559,0.8691588640213013,0.46444979310035706
0.7751756310462952,0.49008113145828247,0.8691588640213013,0.4372958242893219
0.7868852615356445,0.4800834655761719,0.8504672646522522,0.42151880264282227
0.8313817381858826,0.4408694803714752,0.8598130941390991,0.4036797285079956
0.8149883151054382,0.43702518939971924,0.8598130941390991,0.38185426592826843
0.8126463890075684,0.4145592749118805,0.8878504633903503,0.3630894124507904
0.8430913090705872,0.3968491852283478,0.8878504633903503,0.3535374402999878
0.8149883151054382,0.4095810651779175,0.8878504633903503,0.3457568883895874
0.8618267178535461,0.3712761402130127,0.8878504633903503,0.3381171226501465
0.8571428656578064,0.3529888093471527,0.9065420627593994,0.3203316032886505
0.8290398120880127,0.3739440441131592,0.9065420627593994,0.30857157707214355
0.8899297714233398,0.34193792939186096,0.8971962332725525,0.3138434588909149
0.8571428656578064,0.3713856041431427,0.8971962332725525,0.30270224809646606
0.8571428656578064,0.3508862555027008,0.8971962332725525,0.29775527119636536
0.8618267178535461,0.33857905864715576,0.9345794320106506,0.2833592891693115
0.868852436542511,0.34122854471206665,0.9252336621284485,0.28024613857269287
0.868852436542511,0.3290681838989258,0.8971962332725525,0.2870829403400421
0.864168643951416,0.33677923679351807,0.9065420627593994,0.27831152081489563
0.8782201409339905,0.32306787371635437,0.8971962332725525,0.2720992863178253
0.8665105104446411,0.33372190594673157,0.8785046935081482,0.2992255687713623
0.868852436542511,0.3248119354248047,0.8971962332725525,0.2737598717212677
0.8758782148361206,0.32088330388069153,0.9252336621284485,0.25996434688568115
0.8829039931297302,0.3170817792415619,0.8971962332725525,0.2645261883735657
0.8782201409339905,0.30985209345817566,0.9065420627593994,0.26157310605049133
0.8711943626403809,0.31587401032447815,0.9252336621284485,0.2514379918575287
0.8899297714233398,0.3003871440887451,0.9345794320106506,0.25232329964637756
0.8805620670318604,0.3058840334415436,0.8971962332725525,0.2872258722782135
0.8758782148361206,0.3012043833732605,0.9065420627593994,0.2527373135089874
0.8852459192276001,0.29500365257263184,0.9252336621284485,0.23895899951457977
0.864168643951416,0.32439714670181274,0.9345794320106506,0.24392098188400269
0.8735362887382507,0.30794447660446167,0.8971962332725525,0.2571758031845093
0.8782201409339905,0.295945405960083,0.9252336621284485,0.23441840708255768
0.88758784532547,0.2845698595046997,0.9252336621284485,0.230682373046875
0.8782201409339905,0.27723178267478943,0.9065420627593994,0.2387397289276123
0.8899297714233398,0.27945032715797424,0.8971962332725525,0.24005402624607086
0.88758784532547,0.28227537870407104,0.8878504633903503,0.24036026000976562
0.88758784532547,0.2861340045928955,0.9345794320106506,0.22467006742954254
0.8969554901123047,0.27693411707878113,0.9252336621284485,0.231852188706398
0.88758784532547,0.2771396040916443,0.9345794320106506,0.23055778443813324
0.8946135640144348,0.2728964388370514,0.9345794320106506,0.2237316071987152
0.8852459192276001,0.2757299244403839,0.9252336621284485,0.23053734004497528
0.8711943626403809,0.28316259384155273,0.9252336621284485,0.23022352159023285
0.88758784532547,0.27240151166915894,0.9252336621284485,0.21906119585037231
0.8969554901123047,0.2701636254787445,0.9252336621284485,0.219069242477417
0.908665120601654,0.263974130153656,0.9252336621284485,0.21717996895313263
0.9063231945037842,0.25390908122062683,0.9252336621284485,0.20958976447582245
0.8992974162101746,0.26524367928504944,0.8971962332725525,0.23264238238334656
0.8992974162101746,0.25601500272750854,0.8971962332725525,0.22544051706790924
0.9016393423080444,0.2604578733444214,0.9252336621284485,0.20952655375003815
0.8922716379165649,0.2600941061973572,0.9345794320106506,0.2099115252494812
0.8618267178535461,0.30383604764938354,0.8785046935081482,0.24273498356342316
0.868852436542511,0.29152852296829224,0.9065420627593994,0.22029820084571838
0.88758784532547,0.27308130264282227,0.9252336621284485,0.20384308695793152
0.8946135640144348,0.2738693952560425,0.9345794320106506,0.19797278940677643
0.88758784532547,0.2630229592323303,0.9252336621284485,0.20202438533306122
0.8922716379165649,0.24120382964611053,0.9345794320106506,0.2107900232076645
0.8969554901123047,0.2581750154495239,0.9252336621284485,0.19833698868751526
0.9016393423080444,0.24938642978668213,0.9345794320106506,0.2030325084924698
0.8946135640144348,0.2598693072795868,0.9345794320106506,0.19750595092773438
0.8992974162101746,0.24249695241451263,0.9252336621284485,0.19350187480449677
0.88758784532547,0.2541068196296692,0.9345794320106506,0.20192588865756989
0.8969554901123047,0.24928104877471924,0.9439252614974976,0.18610599637031555
0.8899297714233398,0.2524505853652954,0.9158878326416016,0.20056207478046417
0.8899297714233398,0.25394976139068604,0.9345794320106506,0.19779923558235168
0.8829039931297302,0.26308920979499817,0.9345794320106506,0.18905678391456604
0.8922716379165649,0.24425971508026123,0.9345794320106506,0.1860409528017044
0.8922716379165649,0.25712302327156067,0.9252336621284485,0.18411535024642944
0.8969554901123047,0.23514555394649506,0.9345794320106506,0.18333332240581512
0.88758784532547,0.25236326456069946,0.9252336621284485,0.18555238842964172
0.9039812684059143,0.24520768225193024,0.9345794320106506,0.17698587477207184
0.8969554901123047,0.2329939901828766,0.9252336621284485,0.18802450597286224
0.8992974162101746,0.22943170368671417,0.9345794320106506,0.17246049642562866
0.9063231945037842,0.23343810439109802,0.9345794320106506,0.17613841593265533
0.8782201409339905,0.2519259452819824,0.9345794320106506,0.17294596135616302
0.9110070466995239,0.2351459413766861,0.9439252614974976,0.16500115394592285
0.8946135640144348,0.262298583984375,0.9345794320106506,0.17400966584682465
0.88758784532547,0.2575400173664093,0.9345794320106506,0.18655803799629211
0.9039812684059143,0.24308760464191437,0.9345794320106506,0.17129863798618317
0.88758784532547,0.2400648146867752,0.9345794320106506,0.17328350245952606
0.908665120601654,0.22572019696235657,0.9345794320106506,0.16035905480384827
0.88758784532547,0.24364376068115234,0.9345794320106506,0.15722700953483582
0.9016393423080444,0.24020810425281525,0.9065420627593994,0.19254113733768463
0.864168643951416,0.2737511992454529,0.9345794320106506,0.1752450168132782
0.8969554901123047,0.24291400611400604,0.9252336621284485,0.17014628648757935
0.8899297714233398,0.24109534919261932,0.9345794320106506,0.16852587461471558
0.8969554901123047,0.22212453186511993,0.9345794320106506,0.17238405346870422
0.908665120601654,0.21161343157291412,0.9345794320106506,0.16000093519687653
0.9063231945037842,0.20605744421482086,0.9345794320106506,0.1543222814798355
0.9016393423080444,0.2272913157939911,0.9345794320106506,0.16403008997440338
0.8946135640144348,0.22181060910224915,0.9345794320106506,0.1627788543701172
0.8899297714233398,0.23332519829273224,0.9345794320106506,0.1497393399477005
0.8992974162101746,0.22071565687656403,0.9439252614974976,0.1461859792470932
0.88758784532547,0.2500755488872528,0.9345794320106506,0.1632499098777771
0.9110070466995239,0.2296004593372345,0.9252336621284485,0.15220294892787933
0.9016393423080444,0.23167651891708374,0.9345794320106506,0.1479133516550064
0.9039812684059143,0.2152119129896164,0.8878504633903503,0.17858323454856873
0.8992974162101746,0.22491487860679626,0.9252336621284485,0.14569154381752014
0.9133489727973938,0.20658530294895172,0.9345794320106506,0.14023198187351227
0.8946135640144348,0.23003816604614258,0.8785046935081482,0.22773727774620056
0.8805620670318604,0.2682609558105469,0.9345794320106506,0.15772230923175812
0.9016393423080444,0.2275623232126236,0.9345794320106506,0.14976903796195984
0.9063231945037842,0.21098273992538452,0.9252336621284485,0.15851347148418427
0.8946135640144348,0.24116596579551697,0.9252336621284485,0.13896173238754272
0.9016393423080444,0.23527076840400696,0.9345794320106506,0.14149637520313263
